T: id,T: Protein IDs,T: Majority protein IDs,T: Protein names,T: Gene names,ctrl_1,ctrl_2,ctrl_3,ras1_1,ras1_2,ras1_3,ctrl,ras1,-Log10 p-value,q-value,log2 difference
298,P00441,P00441,Superoxide dismutase [Cu-Zn],SOD1,28.448,27.7879,24.3575,27.8495,28.5432,27.5776,26.86446667,27.9901,0.361085,0.746049,1.12563
1415,Q92598,Q92598,Heat shock protein 105 kDa,HSPH1,25.2477,27.1518,23.4021,26.2488,26.9378,25.9825,25.2672,26.3897,0.428672,0.68796,1.12249
429,P08195,P08195,4F2 cell-surface antigen heavy chain,SLC3A2,29.6529,28.9647,28.4143,31.3393,29.0609,29.9646,29.01063333,30.1216,0.669216,0.552273,1.11097
1064,P68366;A6NHL2,P68366,Tubulin alpha-4A chain,TUBA4A,27.0865,27.7767,26.8429,29.1561,27.4361,28.3978,27.23536667,28.33,0.894038,0.399421,1.09467
4,Q99613;B5ME19,Q99613;B5ME19,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,25.1212,26.0607,23.5925,25.9649,26.6561,25.3238,24.9248,25.9816,0.577071,0.589559,1.0568
876,P50502;Q8IZP2;Q8NFI4,P50502;Q8IZP2;Q8NFI4,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,ST13;ST13P4;ST13P5,24.8457,28.1282,24.7247,26.7993,28.3502,25.6959,25.89953333,26.94846667,0.316926,0.798405,1.04894
1230,Q14247,Q14247,Src substrate cortactin,CTTN,22.2363,26.4898,24.8527,25.6071,25.8552,25.2625,24.52626667,25.57493333,0.347846,0.75709,1.04867
1445,Q96FQ6,Q96FQ6,Protein S100-A16,S100A16,26.5734,26.8412,26.9325,28.8308,26.7777,27.8763,26.78236667,27.82826667,0.801921,0.456834,1.0459
177,O14974,O14974,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,24.4923,28.2136,23.4731,26.8057,27.2434,25.2579,25.393,26.43566667,0.266924,0.812891,1.04267
436,P08567,P08567,Pleckstrin,PLEK,27.767,28.8856,26.6158,29.338,28.3811,28.6001,27.75613333,28.77306667,0.640661,0.577579,1.0169
1121,Q02809,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,26.8156,28.4646,26.3218,28.3433,27.9191,28.3753,27.20066667,28.21256667,0.693833,0.552593,1.01189
1043,P63000;P60763,P63000;P60763,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,RAC1;RAC3,27.7285,29.4768,27.8108,29.9066,28.4223,29.6951,28.3387,29.34133333,0.612795,0.583183,1.00259
1418,Q92626,Q92626,Peroxidasin homolog,PXDN,31.0552,31.1602,31.1406,32.1986,31.2609,32.8257,31.11866667,32.09506667,1.00496,0.376892,0.976369
579,P17980,P17980,26S protease regulatory subunit 6A,PSMC3,26.4765,26.5538,24.2976,26.3043,27.2706,26.6213,25.77596667,26.73206667,0.531628,0.626894,0.956105
1522,Q9H4M9,Q9H4M9,EH domain-containing protein 1,EHD1,27.5717,27.7262,26.0461,29.2625,26.6603,28.2743,27.11466667,28.0657,0.439226,0.691939,0.951043
1614,Q9ULV4,Q9ULV4,Coronin-1C,CORO1C,23.5512,28.4309,23.2226,25.5778,26.2401,26.18,25.06823333,25.9993,0.212913,0.84538,0.931061
1243,Q14699,Q14699,Raftlin,RFTN1,25.8028,25.4956,25.1199,28.2204,24.763,26.2251,25.47276667,26.40283333,0.383035,0.734556,0.930091
580,P17987,P17987,T-complex protein 1 subunit alpha,TCP1,27.2913,28.9006,26.7243,28.6439,28.3198,28.6737,27.63873333,28.5458,0.615714,0.578919,0.907058
0,A1L4H1,A1L4H1,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,SSC5D,27.5616,25.564,24.2024,28.1971,25.3687,26.4653,25.776,26.67703333,0.284664,0.80253,0.901052
493,P11387;Q969P6,P11387,DNA topoisomerase 1,TOP1,27.0688,28.4009,22.3501,26.6174,27.3394,26.5441,25.93993333,26.83363333,0.183879,0.858325,0.89369
751,P35442,P35442,Thrombospondin-2,THBS2,23.9085,24.4321,24.2837,25.4927,24.7019,25.1108,24.2081,25.1018,1.4964,0.172713,0.893665
1280,Q15758,Q15758,Neutral amino acid transporter B(0),SLC1A5,28.5505,27.3925,27.459,29.882,27.8042,28.3853,27.80066667,28.6905,0.543108,0.620031,0.88982
217,O60565,O60565,Gremlin-1,GREM1,28.5189,29.1344,27.5326,28.8375,29.2268,29.738,28.3953,29.26743333,0.749457,0.529958,0.872105
643,P23381,P23381,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,22.8795,27.0875,23.6558,25.7721,25.0782,25.3689,24.54093333,25.4064,0.264027,0.815179,0.865486
915,P53999,P53999,Activated RNA polymerase II transcriptional coactivator p15,SUB1,25.2391,27.5391,23.3453,26.577,27.1847,24.9518,25.3745,26.23783333,0.246806,0.832351,0.863302
1274,Q15555;Q9UPY8;Q15691,Q15555,Microtubule-associated protein RP/EB family member 2,MAPRE2,26.1513,26.7638,25.5149,27.9616,26.3733,26.6697,26.14333333,27.00153333,0.638382,0.581289,0.858194
650,P24043,P24043,Laminin subunit alpha-2,LAMA2,26.6686,27.2571,23.8875,28.897,25.7893,25.6752,25.93773333,26.78716667,0.224028,0.843607,0.84944
282,O95477,O95477,ATP-binding cassette sub-family A member 1,ABCA1,23.3841,24.8339,25.2908,25.7323,25.1942,25.1118,24.50293333,25.3461,0.625254,0.580376,0.843169
856,P49591,P49591,"Serine--tRNA ligase, cytoplasmic",SARS,25.8088,26.8673,23.7657,26.3618,26.4381,26.1675,25.4806,26.32246667,0.388223,0.735047,0.841875
1134,Q04756,Q04756,Hepatocyte growth factor activator;Hepatocyte growth factor activator short chain;Hepatocyte growth factor activator long chain,HGFAC,24.7093,28.2767,28.0428,27.5698,27.79,28.1935,27.0096,27.8511,0.291945,0.808261,0.841529
703,P29692,P29692,Elongation factor 1-delta,EEF1D,25.0602,27.9019,23.122,25.5794,27.6818,25.3237,25.36136667,26.19496667,0.204186,0.839398,0.833603
152,O00300,O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,24.6362,25.2864,25.4619,25.1922,25.3744,27.2902,25.12816667,25.95226667,0.502863,0.644813,0.8241
1072,P78371,P78371,T-complex protein 1 subunit beta,CCT2,27.5189,29.0026,27.1281,28.4529,28.8084,28.8493,27.8832,28.70353333,0.632221,0.581983,0.820375
962,P60953;P17081;Q9H4E5,P60953,Cell division control protein 42 homolog,CDC42,27.551,28.1037,26.8995,28.5573,28.4686,27.9707,27.51806667,28.3322,0.970418,0.399541,0.814082
840,P48643,P48643,T-complex protein 1 subunit epsilon,CCT5,27.339,28.9078,27.4062,28.2741,28.9928,28.8159,27.88433333,28.69426667,0.659863,0.575294,0.809895
248,O75695,O75695,Protein XRP2,RP2,26.0121,25.7337,25.4178,28.1074,24.6068,26.8429,25.7212,26.51903333,0.314374,0.808075,0.797834
815,P43686,P43686,26S protease regulatory subunit 6B,PSMC4,23.5768,25.7398,24.0752,24.9631,25.5532,25.2341,24.46393333,25.25013333,0.509526,0.646783,0.786224
742,P34932,P34932,Heat shock 70 kDa protein 4,HSPA4,25.3921,25.8532,24.3517,26.1344,26.1291,25.6892,25.199,25.98423333,0.773002,0.525213,0.785226
1105,Q01105;P0DME0,Q01105,Protein SET,SET,27.9986,29.1336,24.2076,28.1583,29.2094,26.2635,27.11326667,27.87706667,0.16743,0.862933,0.763784
976,P61224;A6NIZ1,P61224;A6NIZ1,Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein,RAP1B,28.7618,29.4963,28.2887,30.8885,27.7888,30.1589,28.84893333,29.61206667,0.311871,0.810086,0.763133
1339,Q6UVK1,Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4,26.2202,25.4595,26.0029,26.859,26.554,26.5367,25.8942,26.6499,1.41211,0.228485,0.755692
449,P09429;B2RPK0;P23497,P09429;B2RPK0,High mobility group protein B1;Putative high mobility group protein B1-like 1,HMGB1;HMGB1P1,29.5498,30.945,29.6261,31.2771,30.7611,30.3427,30.0403,30.79363333,0.645217,0.581532,0.753334
919,P54289,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1,CACNA2D1,26.6475,26.8342,26.4723,27.7658,26.8335,27.6118,26.65133333,27.4037,1.15293,0.338721,0.752342
1635,Q9Y2J2;P11171;Q9H4G0,Q9Y2J2,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,25.3931,27.0901,24.8901,28.4988,25.4236,25.7024,25.7911,26.5416,0.250794,0.832315,0.750477
1245,Q14766,Q14766,Latent-transforming growth factor beta-binding protein 1,LTBP1,27.4597,27.6285,27.949,28.2191,28.4904,28.5687,27.67906667,28.42606667,1.85941,0.136277,0.746976
1478,Q99832,Q99832,T-complex protein 1 subunit eta,CCT7,27.0007,27.8137,25.8761,27.1196,28.1381,27.654,26.89683333,27.63723333,0.511763,0.64286,0.740431
415,P07686,P07686,Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,26.4507,26.8976,22.8004,25.3528,26.6339,26.3569,25.3829,26.11453333,0.209121,0.84001,0.731607
181,O15143,O15143,Actin-related protein 2/3 complex subunit 1B,ARPC1B,25.7149,27.3825,23.4512,25.9985,27.0449,25.696,25.5162,26.24646667,0.237469,0.838217,0.730254
907,P53396,P53396,ATP-citrate synthase,ACLY,26.7732,27.8329,26.2307,28.3188,27.3203,27.3855,26.9456,27.67486667,0.568308,0.62642,0.729278
788,P40227;Q92526,P40227,T-complex protein 1 subunit zeta,CCT6A,27.1753,28.1659,27.1417,27.8426,28.3796,28.44,27.4943,28.22073333,0.876551,0.461477,0.726454
597,P20020;Q01814,P20020,Plasma membrane calcium-transporting ATPase 1,ATP2B1,26.8267,26.9409,25.6917,29.3728,25.1667,27.086,26.48643333,27.2085,0.219917,0.843833,0.722033
1619,Q9UNM6,Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,PSMD13,24.7727,26.5782,24.053,25.5399,26.3142,25.6396,25.13463333,25.83123333,0.369156,0.755406,0.696613
515,P13497;O43897;Q9Y6L7,P13497,Bone morphogenetic protein 1,BMP1,25.8378,26.6017,25.2876,27.5144,25.99,26.2956,25.90903333,26.6,0.501979,0.640875,0.690963
1275,Q15582,Q15582,Transforming growth factor-beta-induced protein ig-h3,TGFBI,31.2816,31.0119,31.1295,30.7022,31.7771,32.9952,31.141,31.82483333,0.439882,0.698356,0.683822
149,O00232,O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12,25.0552,26.5839,25.0609,26.4911,25.6321,26.5995,25.56666667,26.2409,0.495602,0.642354,0.674215
1486,Q9BRK5,Q9BRK5,45 kDa calcium-binding protein,SDF4,25.5835,26.7405,23.2731,24.8603,27.1062,25.6413,25.19903333,25.86926667,0.214607,0.843961,0.670241
883,P51149,P51149,Ras-related protein Rab-7a,RAB7A,27.822,28.6241,26.454,29.0201,28.3128,27.5752,27.63336667,28.3027,0.36919,0.756544,0.66934
734,P31948,P31948,Stress-induced-phosphoprotein 1,STIP1,25.1752,27.6312,26.1798,27.3638,26.7575,26.8636,26.32873333,26.99496667,0.379733,0.747951,0.666217
533,P14209,P14209,CD99 antigen,CD99,27.9809,25.9376,23.8129,27.2756,26.0931,26.3593,25.91046667,26.576,0.204738,0.842993,0.6655
873,P50395,P50395,Rab GDP dissociation inhibitor beta,GDI2,28.5576,29.6147,28.298,30.0541,28.9899,29.4096,28.82343333,29.48453333,0.580201,0.623992,0.661134
1495,Q9BXJ4,Q9BXJ4,Complement C1q tumor necrosis factor-related protein 3,C1QTNF3,29.4619,28.7817,28.4997,31.3232,27.4578,29.9166,28.91443333,29.56586667,0.217595,0.846209,0.651416
881,P50995;P27216,P50995,Annexin A11,ANXA11,25.7259,25.39,23.0504,25.9522,25.1725,24.9932,24.7221,25.37263333,0.295833,0.805313,0.650494
1366,Q86VP6;O75155,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,CAND1,26.0133,27.8598,25.4022,28.0894,25.7801,27.2926,26.4251,27.05403333,0.248474,0.833138,0.628952
729,P31939,P31939,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,26.2364,27.6466,26.7004,27.5144,27.1038,27.8503,26.86113333,27.4895,0.60159,0.623496,0.628368
805,P42677,P42677,40S ribosomal protein S27,RPS27,24.9367,26.8267,23.1505,25.2594,26.2353,25.2459,24.9713,25.5802,0.212732,0.83801,0.608898
546,P15121,P15121,Aldose reductase,AKR1B1,25.7316,26.8077,24.1012,26.2608,26.1106,26.0943,25.54683333,26.15523333,0.315674,0.813077,0.608395
811,P43034,P43034,Platelet-activating factor acetylhydrolase IB subunit alpha,PAFAH1B1,24.6126,26.4835,28.0434,26.9617,26.6525,27.3265,26.37983333,26.98023333,0.233236,0.841062,0.600354
379,P05387,P05387,60S acidic ribosomal protein P2,RPLP2,27.5591,28.6921,28.054,28.2381,28.9072,28.9584,28.10173333,28.70123333,0.67797,0.582438,0.599482
1491,Q9BUD6,Q9BUD6,Spondin-2,SPON2,28.2477,27.201,28.3684,27.3644,29.1246,29.069,27.93903333,28.51933333,0.351167,0.784426,0.580299
824,P46782,P46782,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,25.0233,27.895,23.5094,26.0676,25.7933,26.2367,25.4759,26.03253333,0.161835,0.873831,0.556639
1238,Q14520,Q14520,Hyaluronan-binding protein 2;Hyaluronan-binding protein 2 50 kDa heavy chain;Hyaluronan-binding protein 2 50 kDa heavy chain alternate form;Hyaluronan-binding protein 2 27 kDa light chain;Hyaluronan-binding protein 2 27 kDa light chain alternate form,HABP2,25.5559,26.0491,26.7619,26.7862,26.6019,26.5843,26.1223,26.65746667,0.683673,0.587783,0.535149
904,P52907,P52907,F-actin-capping protein subunit alpha-1,CAPZA1,25.1648,27.219,25.4649,26.2148,27.01,26.2209,25.94956667,26.4819,0.314111,0.810269,0.532333
749,P35268,P35268,60S ribosomal protein L22,RPL22,25.0255,27.7694,23.0935,24.9859,26.8347,25.66,25.29613333,25.82686667,0.133922,0.895094,0.530739
1283,Q15907;P62491,Q15907;P62491,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,27.4839,27.8386,27.2521,28.1905,27.8371,28.1334,27.52486667,28.05366667,1.2255,0.376626,0.528776
1081,P80723,P80723,Brain acid soluble protein 1,BASP1,30.2313,30.8148,29.7431,32.0435,29.1963,31.1185,30.26306667,30.7861,0.229193,0.847249,0.52299
349,P04075,P04075,Fructose-bisphosphate aldolase A,ALDOA,29.8462,31.1595,30.0424,30.6849,31.4409,30.4724,30.34936667,30.86606667,0.440168,0.722701,0.516669
878,P50914,P50914,60S ribosomal protein L14,RPL14,26.5852,28.4752,23.5683,26.4813,26.7112,26.9821,26.20956667,26.72486667,0.132009,0.892368,0.515298
444,P08865,P08865,40S ribosomal protein SA,RPSA,25.2472,27.4773,23.7192,26.0995,25.6491,26.2349,25.48123333,25.9945,0.176139,0.863607,0.513222
995,P61981,P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,29.0713,29.9871,28.6655,30.3849,29.459,29.414,29.2413,29.75263333,0.435627,0.729092,0.51133
310,P00918,P00918,Carbonic anhydrase 2,CA2,25.3018,25.2056,23.8792,25.8913,25.3635,24.6641,24.79553333,25.3063,0.367952,0.78182,0.510796
1295,Q16643,Q16643,Drebrin,DBN1,24.7693,26.5474,22.0497,24.2699,26.133,24.4816,24.45546667,24.9615,0.129592,0.891848,0.5061
485,P11142;P34931,P11142,Heat shock cognate 71 kDa protein,HSPA8,31.4898,32.5151,30.8391,32.398,32.146,31.8175,31.61466667,32.1205,0.417437,0.737789,0.50581
1039,P62917,P62917,60S ribosomal protein L8,RPL8,27.5261,29.0069,23.7189,27.079,27.8026,26.8657,26.75063333,27.2491,0.11295,0.909325,0.49847
419,P07858,P07858,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,29.2754,29.4186,28.882,28.3326,30.4351,30.2692,29.192,29.67896667,0.282859,0.815711,0.48698
1041,P62942,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,26.572,26.8099,26.6323,27.1684,26.9661,27.3157,26.6714,27.15006667,1.74158,0.229922,0.478675
1047,P63104,P63104,14-3-3 protein zeta/delta,YWHAZ,30.1061,30.4286,29.4813,30.8442,30.6145,29.9683,30.00533333,30.47566667,0.543776,0.643185,0.470328
183,O15145,O15145,Actin-related protein 2/3 complex subunit 3,ARPC3,25.8591,27.5415,24.2796,26.1359,26.6745,26.2714,25.8934,26.3606,0.186757,0.859689,0.467202
1224,Q14152,Q14152,Eukaryotic translation initiation factor 3 subunit A,EIF3A,25.9068,28.592,24.2687,27.1062,25.8734,27.1825,26.25583333,26.7207,0.128273,0.892,0.464856
397,P06753,P06753,Tropomyosin alpha-3 chain,TPM3,23.5312,27.8507,24.8975,25.2099,26.7861,25.6675,25.42646667,25.88783333,0.124284,0.892249,0.461362
899,P52565,P52565,Rho GDP-dissociation inhibitor 1,ARHGDIA,27.6632,28.9461,27.5954,28.176,29.3184,28.0913,28.06823333,28.52856667,0.318973,0.809359,0.460295
830,P47914,P47914,60S ribosomal protein L29,RPL29,24.8281,28.9148,23.9546,26.6962,26.3087,26.041,25.89916667,26.34863333,0.105135,0.919714,0.449437
301,P00558;P07205,P00558,Phosphoglycerate kinase 1,PGK1,29.5337,30.4949,29.791,30.5108,30.1087,30.545,29.93986667,30.38816667,0.632015,0.62714,0.448324
1044,P63010;Q10567,P63010;Q10567,AP-2 complex subunit beta;AP-1 complex subunit beta-1,AP2B1;AP1B1,25.1928,27.0557,25.2719,27.0296,25.4975,26.3069,25.84013333,26.278,0.227905,0.845466,0.437878
378,P05386,P05386,60S acidic ribosomal protein P1,RPLP1,26.0582,25.4256,25.9697,25.0757,27.7317,25.9493,25.81783333,26.25223333,0.208585,0.849416,0.434376
1089,P84103,P84103,Serine/arginine-rich splicing factor 3,SRSF3,26.1597,26.6317,23.6805,26.2556,26.1892,25.2874,25.49063333,25.91073333,0.163422,0.873426,0.420103
1641,Q9Y3F4,Q9Y3F4,Serine-threonine kinase receptor-associated protein,STRAP,24.1944,26.1521,23.1878,24.5492,25.4444,24.7976,24.51143333,24.9304,0.174418,0.863393,0.418955
758,P35606,P35606,Coatomer subunit beta,COPB2,24.5393,27.0892,23.6193,25.0648,26.408,25.0265,25.0826,25.49976667,0.135874,0.895202,0.417191
338,P02751,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,35.805,34.8019,34.2385,35.214,35.0685,35.812,34.94846667,35.36483333,0.336002,0.812164,0.416358
800,P41252,P41252,"Isoleucine--tRNA ligase, cytoplasmic",IARS,25.2843,26.4633,23.5575,25.4528,25.7387,25.3512,25.1017,25.51423333,0.184804,0.861323,0.412572
151,O00299,O00299,Chloride intracellular channel protein 1,CLIC1,28.7862,29.5648,28.5479,29.4343,29.2192,29.477,28.9663,29.37683333,0.576218,0.639419,0.410515
143,O00159,O00159,Unconventional myosin-Ic,MYO1C,26.4198,27.1319,24.5238,28.9406,23.5729,26.7749,26.02516667,26.42946667,0.0820101,0.93861,0.404282
984,P61586;P62745,P61586,Transforming protein RhoA,RHOA,27.5746,27.6042,26.3305,28.3617,26.9005,27.4579,27.16976667,27.57336667,0.270317,0.830031,0.403598
351,P04083,P04083,Annexin A1,ANXA1,30.6297,31.12,29.6306,31.1867,31.3235,30.0712,30.4601,30.86046667,0.271405,0.831285,0.400373
380,Q8NHW5;P05388,Q8NHW5;P05388,60S acidic ribosomal protein P0-like;60S acidic ribosomal protein P0,RPLP0P6;RPLP0,27.2082,30.2983,26.899,28.4408,29.0475,28.1126,28.13516667,28.53363333,0.130873,0.891577,0.398468
1002,P62249,P62249,40S ribosomal protein S16,RPS16,26.6971,27.6585,24.8825,27.757,26.3544,26.2841,26.4127,26.7985,0.152499,0.879909,0.385839
524,P13693;Q56UQ5,P13693;Q56UQ5,Translationally-controlled tumor protein;TPT1-like protein,TPT1,26.6334,27.7233,26.3237,27.2484,27.5557,27.0332,26.89346667,27.2791,0.356123,0.808023,0.385644
1136,Q04917,Q04917,14-3-3 protein eta,YWHAH,26.5741,26.9456,23.9362,26.9352,25.7442,25.9188,25.81863333,26.1994,0.138328,0.896072,0.380768
1446,Q96FW1,Q96FW1,Ubiquitin thioesterase OTUB1,OTUB1,25.2115,24.5011,24.718,25.5209,25.1771,24.8128,24.8102,25.17026667,0.542483,0.688686,0.360078
1022,P62820;Q92928;P59190,P62820,Ras-related protein Rab-1A,RAB1A,28.384,29.007,27.693,29.4823,28.2783,28.3988,28.36133333,28.7198,0.265624,0.837696,0.358434
395,P06744,P06744,Glucose-6-phosphate isomerase,GPI,27.2861,27.9025,26.7089,27.5752,27.9566,27.427,27.29916667,27.65293333,0.394229,0.785947,0.35379
724,P31150,P31150,Rab GDP dissociation inhibitor alpha,GDI1,23.7089,24.3262,23.7523,24.3907,24.5967,23.8094,23.92913333,24.2656,0.472831,0.737075,0.336467
461,P09936,P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,27.2687,29.1412,27.5093,28.6607,28.4159,27.8161,27.97306667,28.29756667,0.194818,0.861292,0.324492
670,P26038,P26038,Moesin,MSN,31.1852,32.0916,31.3508,32.0948,32.0004,31.4659,31.54253333,31.8537,0.384454,0.808082,0.311153
937,P55209,P55209,Nucleosome assembly protein 1-like 1,NAP1L1,26.4569,28.3347,26.2677,27.1639,27.6434,27.1791,27.01976667,27.3288,0.172464,0.872845,0.309054
649,P23634,P23634,Plasma membrane calcium-transporting ATPase 4,ATP2B4,26.6204,27.1015,25.9508,27.9631,26.305,26.331,26.55756667,26.86636667,0.183344,0.863848,0.308784
539,P14618;P30613,P14618,Pyruvate kinase PKM,PKM,30.511,31.7376,30.3769,31.2138,31.5662,30.747,30.87516667,31.17566667,0.239856,0.841818,0.300496
809,P42892,P42892,Endothelin-converting enzyme 1,ECE1,25.8312,26.8328,23.6479,25.7238,25.7342,25.7494,25.4373,25.7358,0.115338,0.912291,0.298515
971,P61160,P61160,Actin-related protein 2,ACTR2,25.8847,28.1081,26.4514,26.9579,27.5253,26.8478,26.81473333,27.11033333,0.158494,0.880794,0.295609
732,P31946,P31946,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,28.0887,28.8612,27.6211,28.7737,28.5061,28.1547,28.19033333,28.47816667,0.288171,0.834496,0.287881
657,P24821,P24821,Tenascin,TNC,30.691,30.0428,30.0583,30.9781,29.7315,30.945,30.26403333,30.55153333,0.245831,0.844944,0.287514
735,P31949,P31949,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,29.5091,30.4039,29.0094,30.2465,29.6335,29.902,29.6408,29.92733333,0.256068,0.845163,0.286538
294,P00338;Q6ZMR3,P00338,L-lactate dehydrogenase A chain,LDHA,28.115,29.9948,27.68,28.5796,29.4593,28.5917,28.5966,28.87686667,0.134582,0.8918,0.280271
613,P60891;P21108,P60891;P21108,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,23.0673,24.8775,24.9865,24.2208,25.0336,24.4718,24.31043333,24.5754,0.147803,0.893846,0.264954
448,P09382,P09382,Galectin-1,LGALS1,29.9537,30.8391,29.7255,30.6787,30.6504,29.9211,30.17276667,30.41673333,0.227005,0.852653,0.243959
1287,Q16363,Q16363,Laminin subunit alpha-4,LAMA4,31.5796,30.569,28.3938,30.7454,29.3985,31.1264,30.1808,30.42343333,0.0795321,0.939789,0.242653
1281,Q15818,Q15818,Neuronal pentraxin-1,NPTX1,29.1355,29.0579,28.7062,31.0337,28.6043,27.9817,28.96653333,29.20656667,0.0909086,0.931047,0.240023
1108,Q01518;P40123,Q01518,Adenylyl cyclase-associated protein 1,CAP1,27.4344,30.1775,28.9357,29.1047,28.8114,29.3455,28.8492,29.0872,0.106257,0.927878,0.238009
820,P46777,P46777,60S ribosomal protein L5,RPL5,28.6098,30.789,27.5974,29.0917,30.1708,28.4373,28.99873333,29.23326667,0.0772643,0.940641,0.234559
498,P11940;Q9H361;Q4VXU2;Q96DU9,P11940;Q9H361,Polyadenylate-binding protein 1;Polyadenylate-binding protein 3,PABPC1;PABPC3,26.1434,28.0851,26.3116,27.2222,27.103,26.9108,26.8467,27.07866667,0.136421,0.891089,0.231977
426,P08133,P08133,Annexin A6,ANXA6,30.8728,30.2059,28.8457,30.5619,30.349,29.7086,29.9748,30.2065,0.131209,0.899222,0.231679
683,P27635;Q96L21,P27635,60S ribosomal protein L10,RPL10,27.6985,28.6663,24.5389,26.6126,27.0086,27.9578,26.9679,27.193,0.0595955,0.955534,0.225103
227,O75083,O75083,WD repeat-containing protein 1,WDR1,28.4574,29.5685,28.5079,29.274,28.7821,29.1509,28.8446,29.069,0.224048,0.857278,0.224408
1088,P84098,P84098,60S ribosomal protein L19,RPL19,25.5177,28.0743,24.5237,26.3064,26.1746,26.2643,26.03856667,26.24843333,0.0693246,0.948335,0.209875
1381,Q8N6Y2,Q8N6Y2,Leucine-rich repeat-containing protein 17,LRRC17,28.7712,30.0883,27.2783,29.1978,27.7439,29.8103,28.7126,28.91733333,0.0704307,0.948413,0.204718
1082,P81605,P81605,Dermcidin;Survival-promoting peptide;DCD-1,DCD,31.1378,28.5895,29.9628,30.5357,29.7196,30.0424,29.8967,30.09923333,0.0934322,0.93177,0.202518
1644,Q9Y490,Q9Y490,Talin-1,TLN1,30.4219,31.2892,30.6243,31.3727,30.4658,31.1021,30.77846667,30.9802,0.207952,0.860189,0.201703
1331,Q6IBS0,Q6IBS0,Twinfilin-2,TWF2,24.3261,25.7447,22.6825,24.5625,24.0813,24.7135,24.2511,24.45243333,0.0783927,0.938818,0.201348
356,P04406,P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,31.4599,32.8582,30.8837,31.7334,32.1865,31.8813,31.73393333,31.93373333,0.121278,0.911955,0.199774
940,P55285,P55285,Cadherin-6,CDH6,26.3739,25.724,26.4279,26.5252,26.1914,26.3551,26.17526667,26.35723333,0.300873,0.849347,0.182013
1003,P62258,P62258,14-3-3 protein epsilon,YWHAE,29.8879,31.3434,29.7801,31.0432,29.8099,30.6522,30.33713333,30.50176667,0.0946144,0.931128,0.164633
970,P61158,P61158,Actin-related protein 3,ACTR3,26.0462,27.4839,25.8518,26.0725,27.5696,26.2255,26.46063333,26.62253333,0.0816506,0.94121,0.161917
634,P22392;O60361,P22392;O60361,Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase,NME2;NME2P1,25.1519,27.8906,25.351,26.902,25.9349,26.0423,26.13116667,26.29306667,0.0601313,0.956594,0.161893
938,P55263,P55263,Adenosine kinase,ADK,25.4417,26.3289,26.4509,26.1018,25.2904,27.3077,26.07383333,26.2333,0.0847547,0.939554,0.159492
1016,P62701;Q8TD47;P22090,P62701,"40S ribosomal protein S4, X isoform",RPS4X,28.3281,28.8489,27.0324,28.3418,28.0797,28.2445,28.0698,28.222,0.100176,0.930885,0.152224
1005,P62266,P62266,40S ribosomal protein S23,RPS23,26.7042,28.763,26.0634,27.4638,27.7717,26.7213,27.17686667,27.31893333,0.0562509,0.959316,0.142022
972,P61163,P61163,Alpha-centractin,ACTR1A,25.247,26.7385,25.8393,25.7915,26.3697,26.0745,25.9416,26.07856667,0.106344,0.927551,0.136976
