"Protein names","Gene names","OIS_CM","OIS_F20","OIS_F8","Vector_CM","Vector_F20","Vector_F8"
"197","Formin-like protein 3","FMNL3",24.4593666666667,25.0278666666667,26.5241333333333,24.3041333333333,25.2479,24.4934333333333
"198","Ketosamine-3-kinase","FN3KRP",23.3913666666667,24.6465333333333,26.4109,23.627,24.8563333333333,23.9999333333333
"199","Follistatin-related protein 1","FSTL1",33.1256333333333,29.5737333333333,24.7117333333333,34.4433666666667,29.2955,29.3068333333333
"200","Ferritin;Ferritin heavy chain;Ferritin heavy chain, N-terminally processed","FTH1",24.2201333333333,25.8513,23.3968,24.7792666666667,25.1153666666667,24.6964
"201","Frizzled-6","FZD6",24.7768,24.4756,25.8368333333333,23.9351,25.0459333333333,25.2406666666667
"202","Growth arrest-specific protein 6","GAS6",27.8002,27.2962333333333,26.7158,30.3179,26.8478666666667,28.4230666666667
"203","Growth/differentiation factor 15","GDF15",32.5408666666667,29.5624333333333,31.5052666666667,26.4665333333333,30.1657333333333,29.6430666666667
"204","Rab GDP dissociation inhibitor alpha","GDI1",28.0257333333333,24.7835333333333,27.7240333333333,27.0907,27.1407333333333,24.8164666666667
"205","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","GFPT1",23.8718666666667,24.5948666666667,25.8621,24.5615,24.5249333333333,24.6241333333333
"206","Gamma-glutamyltranspeptidase 1;Gamma-glutamyltranspeptidase 1 heavy chain;Gamma-glutamyltranspeptidase 1 light chain;Putative gamma-glutamyltranspeptidase 3;Putative gamma-glutamyltranspeptidase 3 heavy chain;Putative gamma-glutamyltranspeptidase 3 light chain","GGT1;GGT3P;GGT2",23.8854333333333,25.0988,26.8521333333333,24.5489333333333,25.3934666666667,24.7414333333333
"207","PDZ domain-containing protein GIPC1","GIPC1",23.7414666666667,25.4424,26.6468,25.6207,25.3936333333333,25.1257333333333
"208","Gap junction alpha-1 protein","GJA1",24.3078333333333,25.1701666666667,31.2491666666667,23.8404,24.0860666666667,29.1893333333333
"209","Zinc finger protein GLI2","GLI2",23.9096333333333,24.5040333333333,24.0826333333333,24.5773666666667,25.2733666666667,25.4597
"210","Glioma pathogenesis-related protein 1","GLIPR1",23.7710333333333,25.134,25.5196666666667,24.2889,25.2430666666667,24.8063666666667
"211","Golgi-associated plant pathogenesis-related protein 1","GLIPR2",24.9205333333333,25.1925,28.5505666666667,24.6560333333333,25.858,29.8759666666667
"212","Lactoylglutathione lyase","GLO1",26.7811666666667,24.8035666666667,23.5681,25.8117666666667,25.0612666666667,24.8360666666667
"213","Guanine nucleotide-binding protein G(i) subunit alpha-1","GNAI1",24.5340666666667,24.3989333333333,27.1136333333333,24.4486333333333,24.9550333333333,24.2069333333333
"214","Guanine nucleotide-binding protein G(k) subunit alpha","GNAI3",24.1145333333333,24.9563,28.7189,23.9782,24.9191,24.2459333333333
"215","Guanine nucleotide-binding protein G(q) subunit alpha","GNAQ",24.3351666666667,24.6577,26.0933,24.2851333333333,25.1058333333333,24.7764
"216","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","GNB1",26.8850333333333,27.0644333333333,31.7768666666667,24.2043,28.9263,30.7662666666667
"217","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2","GNB2",25.4310333333333,24.9193333333333,31.91,24.1553,26.7655666666667,30.5447333333333
"218","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed","GNB2L1",26.6411333333333,26.1223666666667,26.7993333333333,25.8452666666667,25.3764333333333,24.6557333333333
"219","Guanine nucleotide-binding protein subunit beta-4","GNB4",24.6399666666667,25.1368333333333,29.0064333333333,24.5029,25.3501333333333,26.1099
"220","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5","GNG5",24.3012666666667,25.3961,29.4308,23.9603666666667,25.1152,27.6221666666667
"221","N-acetylglucosamine-6-sulfatase","GNS",26.4604333333333,25.9318,23.9007666666667,25.3711666666667,25.0251,26.5216333333333
"222","Glypican-1;Secreted glypican-1","GPC1",30.2856666666667,28.5088,28.3565,30.8046666666667,28.2033,29.9211333333333
"223","Glypican-6;Secreted glypican-6","GPC6",23.9227666666667,24.0658666666667,24.7738333333333,24.3172,24.3206333333333,28.7975333333333
"224","G-protein coupled receptor family C group 5 member B","GPRC5B",24.2819666666667,25.3862666666667,24.7270666666667,24.7766333333333,25.1044333333333,28.2837
"225","G protein-regulated inducer of neurite outgrowth 1","GPRIN1",24.657,24.4774333333333,25.9796,23.9528333333333,24.8212,24.8177
"226","Growth factor receptor-bound protein 2","GRB2",24.0439333333333,24.4967666666667,26.7131666666667,24.2754333333333,24.7759,25.0012333333333
"227","G protein-coupled receptor kinase 5","GRK5",24.2827333333333,24.8394333333333,26.3072333333333,24.9711666666667,25.2953,24.2944
"228","Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7","GRN",29.0830333333333,28.4214666666667,24.1586,28.0421,27.0661,27.8645
"229","Glycogen synthase kinase-3 beta","GSK3B",24.3212333333333,25.2659333333333,25.6778666666667,24.2486666666667,24.8639,24.3349333333333
"230","Glutathione S-transferase omega-1","GSTO1",30.1953333333333,25.9155333333333,28.5384666666667,28.0137333333333,24.6273333333333,24.8744666666667
"231","Glutathione S-transferase P","GSTP1",29.2177333333333,25.1972,28.5062666666667,28.6970333333333,25.4780333333333,29.4707666666667
"232","Histone H2A.V;Histone H2A.Z","H2AFV;H2AFZ",24.6285333333333,24.4823333333333,24.5343,24.5407,24.7715,27.6285
"233","Core histone macro-H2A.1","H2AFY",24.5165,24.8828,23.8477,24.4926666666667,24.605,28.3741333333333
"234","Histone H3;Histone H3.3","H3F3B;H3F3A",24.3297666666667,28.5327333333333,25.3857666666667,25.3560666666667,28.1242333333333,31.818
"235","Hyaluronan and proteoglycan link protein 3","HAPLN3",23.3914333333333,24.1900666666667,29.5211666666667,24.474,25.3462333333333,24.5969666666667
"236","Protein HEG homolog 1","HEG1",24.8962666666667,24.9621666666667,25.9890333333333,24.7776,24.3526333333333,28.1601666666667
"237","Hepatocyte growth factor;Hepatocyte growth factor alpha chain;Hepatocyte growth factor beta chain","HGF",33.0453333333333,28.9106333333333,31.5735,30.1302,28.1828666666667,29.0418666666667
"238","Hepatocyte growth factor activator;Hepatocyte growth factor activator short chain;Hepatocyte growth factor activator long chain","HGFAC",27.826,24.7712333333333,23.781,29.0575333333333,24.8150333333333,24.7727
"239","Hepatocyte growth factor-regulated tyrosine kinase substrate","HGS",24.1606,24.9128,26.9328,24.5289333333333,25.1979666666667,27.9306333333333
"240","Histone H1.5","HIST1H1B",26.1418666666667,26.8317666666667,24.1236666666667,28.072,25.6707666666667,31.0145
"241","Histone H1.2;Histone H1.1","HIST1H1C;HIST1H1A",25.9876333333333,27.4183,24.3558666666667,29.6380666666667,27.1295,31.3017666666667
"242","Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E;Histone H2A type 1-A","HIST1H2AC;HIST3H2A;HIST1H2AB;HIST1H2AA",24.6934333333333,25.5610333333333,23.7942333333333,24.5015,25.0363666666667,29.1554
"243","Histone H2B type 1-C/E/F/G/I","HIST1H2BC",24.7863666666667,30.7957666666667,24.5318666666667,24.211,27.9251666666667,33.1635
"244","Histone H2B type 1-D","HIST1H2BD",27.1854,29.9471333333333,28.3713,30.0962333333333,29.8349333333333,35.6825666666667
"245","Histone H2B type 1-H;Histone H2B type 2-F","HIST1H2BH;HIST2H2BF",25.0587666666667,24.1242333333333,23.7750333333333,24.3225666666667,24.9747,31.1364666666667
"246","Histone H2B type 1-K;Histone H2B type F-S","HIST1H2BK;H2BFS",24.4307,25.2745,23.4117,24.2018333333333,25.1887,31.1856666666667
"247","Histone H4","HIST1H4A",26.2711,27.1572333333333,25.1640333333333,27.8335333333333,28.4853666666667,31.5015
"248","Histone H2A type 2-C;Histone H2A type 2-A","HIST2H2AC;HIST2H2AA3",25.2109,28.2403666666667,26.1221,29.4927666666667,29.1525,33.7494333333333
"249","HLA class I histocompatibility antigen, A-2 alpha chain","HLA-A",30.0019666666667,29.1221666666667,33.2983333333333,27.0435666666667,29.8937666666667,31.6645333333333
"250","HLA class I histocompatibility antigen, B-41 alpha chain;HLA class I histocompatibility antigen, B-18 alpha chain","HLA-B",24.0345333333333,24.7395333333333,29.1853333333333,24.7925666666667,25.674,24.2322666666667
"251","HLA class I histocompatibility antigen, B-48 alpha chain","HLA-B",23.8498666666667,25.0644,30.1093,24.2144666666667,25.7616333333333,27.4426
"252","HLA class I histocompatibility antigen, B-40 alpha chain;HLA class I histocompatibility antigen, B-47 alpha chain;HLA class I histocompatibility antigen, B-13 alpha chain;HLA class I histocompatibility antigen, B-45 alpha chain;HLA class I histocompatibility antigen, B-27 alpha chain","HLA-B",28.6073666666667,28.6311,31.5657,24.2214,28.2814,29.0448666666667
"253","HLA class I histocompatibility antigen, B-82 alpha chain","HLA-B",26.1075333333333,25.4301,29.5601333333333,23.9921,25.3874,27.5925666666667
"254",NA,"HLA-C",24.91,24.8227,28.9458666666667,24.6546333333333,25.6012,24.7614333333333
"255","HLA class I histocompatibility antigen, Cw-7 alpha chain","HLA-C",24.5881333333333,24.3229333333333,26.8717,24.0598333333333,25.2198333333333,24.8014333333333
"256","HLA class I histocompatibility antigen, Cw-3 alpha chain","HLA-C",29.7238,24.2218333333333,30.0428666666667,27.5775333333333,24.9606666666667,24.7259333333333
"257","High mobility group protein B1;Putative high mobility group protein B1-like 1","HMGB1;HMGB1P1",29.1273333333333,25.3277333333333,23.6602,29.3417,25.5110333333333,27.4445666666667
"258","High mobility group nucleosome-binding domain-containing protein 4","HMGN4",23.6209333333333,29.5972333333333,24.3594333333333,27.3484333333333,25.6937333333333,29.5514333333333
"259","Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2","HNRNPA1;HNRNPA1L2",28.3384,28.5310333333333,27.1041333333333,29.1475666666667,27.7279666666667,28.4955
"260","Heterogeneous nuclear ribonucleoproteins A2/B1","HNRNPA2B1",29.5317,27.8234333333333,26.6477666666667,30.5284,28.2040666666667,28.1281333333333
"261","Heterogeneous nuclear ribonucleoprotein A3","HNRNPA3",26.9189333333333,25.7252666666667,24.7369,27.7064,26.7462333333333,27.6244
"262","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H2","HNRNPH1;HNRNPH2",25.2435333333333,25.0242333333333,24.2751,24.115,24.6569666666667,26.0973666666667
"263","Heterogeneous nuclear ribonucleoprotein K","HNRNPK",26.8681666666667,26.0865666666667,26.7691333333333,27.3839333333333,27.0496666666667,27.2194666666667
"264","Heterogeneous nuclear ribonucleoprotein M","HNRNPM",25.8499666666667,24.5563333333333,23.8761,24.4272666666667,25.1636333333333,26.0173666666667
"265","Heterochromatin protein 1-binding protein 3","HP1BP3",24.4242666666667,24.8571,23.3801333333333,24.7356333333333,24.8316,28.0218333333333
"266","Neuron-specific calcium-binding protein hippocalcin;Hippocalcin-like protein 1;Neurocalcin-delta","HPCA;HPCAL1;NCALD",24.0597333333333,25.2090666666667,25.8806,23.8690333333333,24.3811,24.3212666666667
"267","GTPase HRas;GTPase HRas, N-terminally processed","HRAS",32.0547666666667,32.9063666666667,35.7564,24.4039,34.3495,30.2874333333333
"268","Endoplasmin","HSP90B1",29.2877333333333,27.0188666666667,29.7008666666667,29.105,27.1468666666667,30.4477333333333
"269","Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A","HSPA1B;HSPA1A",27.8375333333333,27.2886666666667,27.8788,27.9566,24.6873333333333,29.1465333333333
"270","Heat shock 70 kDa protein 4","HSPA4",28.3799,25.4535,28.5436666666667,27.2480666666667,25.8501666666667,27.2734
"271",NA,"HSPA8",23.7183666666667,25.3585,26.7018333333333,24.7568,24.778,24.0506
"272","Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide","HSPG2",30.1231666666667,30.1183,29.8847333333333,32.2474666666667,30.6231666666667,35.3803666666667
"273","Heat shock protein 105 kDa","HSPH1",27.0533333333333,24.8756666666667,27.1662666666667,24.2015,25.2365666666667,24.9704333333333
"274","Intercellular adhesion molecule 1","ICAM1",30.7596666666667,29.7897666666667,34.7603333333333,24.3944333333333,32.3177666666667,28.8336
"275","Intercellular adhesion molecule 5","ICAM5",28.1058666666667,25.8041666666667,28.2420666666667,25.0197,24.8544,24.7398666666667
"276","Insulin-like growth factor-binding protein 3","IGFBP3",30.8646666666667,26.3472,27.7094333333333,30.6421333333333,24.8091,23.8402333333333
"277","Insulin-like growth factor-binding protein 4","IGFBP4",34.3703666666667,32.3711,27.1184333333333,34.4071,30.7256666666667,29.6777333333333
"278","Insulin-like growth factor-binding protein 6","IGFBP6",31.2698333333333,28.7205333333333,23.6466333333333,30.4567666666667,26.2958,25.1310666666667
"279","Immunoglobulin superfamily member 8","IGSF8",23.7707666666667,28.177,31.6907,24.3165,30.6723333333333,31.0967333333333
"280","Interleukin-1 receptor accessory protein","IL1RAP",24.3845666666667,25.0825666666667,26.7258333333333,24.8458666666667,24.1567,24.4715
"281","Interleukin-6 receptor subunit beta","IL6ST",24.4489333333333,24.9353666666667,30.4413333333333,23.8182666666667,25.1668,24.8728333333333
"282","Integrin-linked protein kinase","ILK",24.7238,24.8954,28.2987333333333,24.1603,24.9297333333333,27.4884666666667
"283","Immunity-related GTPase family Q protein","IRGQ",25.1299666666667,25.3864,26.6347333333333,24.3013,24.7038,24.4082
"284","E3 ubiquitin-protein ligase Itchy homolog","ITCH",24.4685666666667,25.7003666666667,25.6758333333333,24.5689666666667,25.8428333333333,24.3388666666667
"285","Protein ITFG3","ITFG3",23.3253333333333,24.7692,29.8905666666667,24.3001333333333,25.6023,27.4222333333333
"286","Integrin alpha-1","ITGA1",25.8499666666667,26.499,33.63,24.6603333333333,29.7739666666667,31.8249333333333
"287",NA,"ITGA2",24.4039666666667,25.3336,30.1349333333333,24.2111,24.5414,25.0587333333333
"288","Integrin alpha-2","ITGA2",30.9801333333333,30.4913333333333,35.5078666666667,25.581,31.5119333333333,31.0337
"289","Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain","ITGA3",24.357,26.7199666666667,32.3228333333333,24.2822,27.4954333333333,31.3096666666667
"290","Integrin alpha-4","ITGA4",24.5068333333333,25.5550666666667,30.5348,24.3418666666667,24.7609666666667,27.3094333333333
"291","Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain","ITGA5",25.1559,27.7793666666667,31.9591666666667,23.7618333333333,30.4700333333333,29.1986333333333
"292","Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6","ITGA6",24.3606,25.2599,31.4444333333333,24.1930666666667,27.9078,24.7996333333333
"293","Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain","ITGA8",24.4861,25.0862666666667,27.9486333333333,24.5114666666667,25.1868,24.6299666666667
"294","Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain","ITGAV",25.3393666666667,25.3405,33.1147,24.4484333333333,29.0944333333333,30.1222666666667
"295","Integrin beta-1","ITGB1",30.9156,31.6787666666667,35.4142333333333,27.2448666666667,33.0223333333333,32.9744666666667
"296","Integrin beta;Integrin beta-3","ITGB3",24.4682666666667,24.7760333333333,31.5929666666667,24.0657,28.7199,29.8474666666667
"297","Integrin beta-5","ITGB5",26.1804,26.7718666666667,32.8351666666667,23.9523666666667,28.0045666666667,26.5225666666667
"298","Tyrosine-protein kinase JAK1","JAK1",24.5720333333333,25.6424,27.1702,24.7425333333333,24.5806333333333,24.3235333333333
"299","Junctional adhesion molecule C","JAM3",24.2712333333333,24.9673333333333,28.0987333333333,24.7916333333333,24.95,23.7138
"300","KH domain-containing, RNA-binding, signal transduction-associated protein 1","KHDRBS1",26.3388666666667,24.8851,23.7213666666667,26.1168,25.5546666666667,24.8816
"301","Kin of IRRE-like protein 1","KIRREL",24.1039,24.6937666666667,29.2299333333333,24.0185333333333,25.2829666666667,28.0282333333333
"302","Kinesin light chain 1","KLC1",24.6423,25.3417666666667,26.3161333333333,23.6914333333333,24.4178,24.6757
"303","Laminin subunit alpha-2","LAMA2",25.0374,26.8698666666667,24.4020666666667,26.5271333333333,26.6946666666667,25.8815333333333
"304","Laminin subunit alpha-4","LAMA4",29.7011333333333,30.5479,30.4003666666667,32.6080666666667,30.6379333333333,33.778
"305","Laminin subunit alpha-5","LAMA5",28.5755666666667,29.7476666666667,30.9029666666667,28.2371333333333,29.0824,32.2122666666667
"306","Laminin subunit beta-1","LAMB1",31.9369333333333,31.8274,31.7616333333333,32.7552333333333,31.2035333333333,33.8546
"307","Laminin subunit beta-2","LAMB2",23.8395666666667,24.6391333333333,24.2483333333333,23.3294333333333,25.3129666666667,29.9416
"308","Laminin subunit gamma-1","LAMC1",32.4909333333333,33.2519666666667,32.7348,33.1358333333333,32.4719666666667,34.5379333333333
"309","Lysosome-associated membrane glycoprotein 1","LAMP1",23.8433,25.5765,27.7342,24.4442666666667,25.3629666666667,29.1751
"310","Cytosol aminopeptidase","LAP3",23.7549333333333,25.153,26.9988666666667,23.8267,25.2928666666667,24.6421
"311","Prolyl 3-hydroxylase 1","LEPRE1",27.0912333333333,26.923,26.5990666666667,26.9573,25.5532,24.8660333333333
"312","Lethal(2) giant larvae protein homolog 1","LLGL1",24.6706666666667,24.9296333333333,26.6930666666667,24.8160666666667,25.3356,24.4585
"313","Protein ERGIC-53","LMAN1",23.3653666666667,25.243,25.5092333333333,23.7932333333333,25.5667,24.1827
"314","Prelamin-A/C;Lamin-A/C","LMNA",30.7340333333333,26.5915333333333,24.3329,32.0938666666667,24.8643333333333,29.5021333333333
"315","Lysyl oxidase homolog 2","LOXL2",33.8128,31.9895666666667,30.0065333333333,31.9876666666667,30.5035666666667,32.7059333333333
"316","Lysophosphatidic acid receptor 1","LPAR1",24.5284,25.0798666666667,27.7124333333333,23.8874333333333,24.1618,29.6885
"317","Leucine-rich repeat-containing protein 17","LRRC17",26.8798333333333,24.8408666666667,30.8076333333333,25.6066,24.6413333333333,26.1492
"318","Leucine-rich repeat-containing protein 32","LRRC32",24.8192333333333,25.2222666666667,25.4286666666667,24.4773333333333,25.1059,24.1651
"319","Leucine-rich repeat-containing protein 47","LRRC47",23.9809333333333,25.2358333333333,25.8164666666667,24.5281666666667,24.9555,24.9035
"320","Leucine-rich repeat-containing protein 59","LRRC59",27.6437,25.1734,23.8464,26.3621,25.5795666666667,25.1964666666667
"321","Latent-transforming growth factor beta-binding protein 2","LTBP2",31.7334666666667,29.3470333333333,26.5048333333333,31.9539,27.4488333333333,29.4843666666667
"322","Lumican","LUM",29.8940666666667,25.2091,23.9721666666667,33.0140666666667,24.6063333333333,27.9328666666667
"323","Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1","MAP1B",28.0794333333333,24.5454333333333,23.4568333333333,27.2373666666667,25.3804,24.7862666666667
"324","Mitogen-activated protein kinase kinase kinase kinase 4","MAP4K4",25.485,25.0844333333333,29.3731666666667,24.5523666666667,25.6170333333333,27.7993666666667
"325","Microtubule-associated protein RP/EB family member 1","MAPRE1",24.0026333333333,24.7755333333333,24.2808666666667,23.9883333333333,25.2801666666667,25.2655
"326","Myristoylated alanine-rich C-kinase substrate","MARCKS",27.4655,24.5123666666667,29.3917,29.236,24.7022666666667,30.2230333333333
"327","MARCKS-related protein","MARCKSL1",24.8148666666667,27.7495,30.129,25.5308333333333,28.8843666666667,28.8860333333333
"328","Midkine","MDK",30.22,24.8528333333333,26.7815,31.2680333333333,24.9039666666667,29.3949333333333
"329","Lactadherin;Lactadherin short form;Medin","MFGE8",31.3586,28.9933,33.5142,32.2955333333333,30.681,35.1864333333333
"330","MHC class I polypeptide-related sequence A","MICA",24.4067333333333,25.0313,27.602,24.2208333333333,25.6150333333333,25.1582666666667
"331","Neprilysin","MME",24.7451666666667,26.1401333333333,31.0024333333333,24.3788333333333,28.4549,24.5223
"332","Matrix metalloproteinase-14","MMP14",30.6156666666667,27.0757,31.1605666666667,26.2299333333333,24.7046666666667,28.0249666666667
"333","Myelin protein zero-like protein 1","MPZL1",23.6078333333333,24.9911333333333,28.0079,24.6337,25.3932666666667,24.8857
"334","C-type mannose receptor 2","MRC2",27.7982333333333,27.0229666666667,28.8070666666667,26.941,25.3359666666667,27.2963666666667
"335","Mas-related G-protein coupled receptor member F","MRGPRF",24.1748666666667,24.4396,25.1916,24.5734,25.3825333333333,28.3334333333333
"336","Metallothionein-2","MT2A",28.6306333333333,27.2672,30.3398666666667,24.7823666666667,24.6604333333333,26.5527666666667
"337","Matrix-remodeling-associated protein 8","MXRA8",24.2859,25.0223666666667,24.3893,24.0910666666667,25.7803666666667,27.2262666666667
"338","Myoferlin","MYOF",24.7248666666667,24.6959,30.2995333333333,25.1189333333333,24.6154333333333,31.3290666666667
"339","Alpha-soluble NSF attachment protein","NAPA",24.9590333333333,24.6685666666667,27.3466333333333,24.5041666666667,25.3128666666667,25.0417666666667
"340","Gamma-soluble NSF attachment protein","NAPG",24.3683666666667,24.8663,27.6819,24.2637333333333,24.8575666666667,24.2917
"341","Asparagine--tRNA ligase, cytoplasmic","NARS",24.6355666666667,25.0039666666667,23.4546333333333,24.2440333333333,24.7213,25.8096666666667
"342","Nck-associated protein 1","NCKAP1",24.7702333333333,24.6125666666667,27.5728666666667,24.8347666666667,25.1661666666667,25.5986666666667
"343","Protein NDRG1","NDRG1",24.5483333333333,25.1296333333333,28.4092666666667,24.3424,25.2824666666667,25.0901333333333
"344","Nestin","NES",29.2877,26.6576666666667,29.0222,26.9309666666667,25.4229,26.8574333333333
"345","Nidogen-1","NID1",32.157,32.2135333333333,31.4665666666667,31.9506,31.5004333333333,33.2022333333333
"346","Nidogen-2","NID2",32.0724333333333,30.8735333333333,30.2185,33.0419333333333,30.7665333333333,33.4996333333333
"347","Neurogenic locus notch homolog protein 1;Notch 1 extracellular truncation;Notch 1 intracellular domain","NOTCH1",24.5053666666667,24.7931,29.1517333333333,24.2171666666667,25.2612,23.5769666666667
"348","Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain","NOTCH3",25.0555666666667,24.2878333333333,27.6844333333333,23.9136,25.0186333333333,26.7524
"349","Nucleophosmin","NPM1",30.5823,25.1217666666667,23.9594333333333,30.6749,25.2528333333333,28.5303333333333
"350","Pro-neuregulin-1, membrane-bound isoform;Neuregulin-1","NRG1",31.8030333333333,24.0884,28.2598333333333,25.3358333333333,24.8502666666667,26.1046
"351","Neuropilin-2","NRP2",23.9099666666667,24.6720333333333,27.1333333333333,23.8355333333333,25.1171333333333,25.0988333333333
"352","5-nucleotidase","NT5E",29.7418,29.0151,33.8359333333333,23.8698,32.1065,31.1414
"353","Neurotrimin","NTM",28.9596,27.9875,29.9729333333333,25.3442,28.9387333333333,25.8552
"354","Netrin-4","NTN4",24.6995333333333,25.5447666666667,24.4622,28.7842333333333,24.9771333333333,29.6052333333333
"355","Neurotensin receptor type 1","NTSR1",23.8103666666667,25.0665,28.2909,25.1672666666667,24.617,25.1834666666667
"356","Protein numb homolog","NUMB",24.1973333333333,25.3592333333333,28.3748333333333,23.8285,25.0755,24.4757333333333
"357","Nuclear transport factor 2","NUTF2",24.8344,25.4444,26.5470666666667,24.2105666666667,24.5849666666667,27.6573333333333
"358","Ubiquitin thioesterase OTUB1","OTUB1",25.7707666666667,25.1851666666667,26.4474333333333,24.1532,24.679,24.4204666666667
"359","Prolyl 4-hydroxylase subunit alpha-1","P4HA1",23.9881,26.3613666666667,28.3106333333333,24.3142666666667,25.0795333333333,26.4903333333333
"360","Prolyl 4-hydroxylase subunit alpha-2","P4HA2",26.5287666666667,25.1748666666667,27.6021333333333,24.8129,25.0848,24.6017
"361","Polyadenylate-binding protein;Polyadenylate-binding protein 1;Polyadenylate-binding protein 3","PABPC1;PABPC3",27.4783,25.2986,23.3959,26.0353,25.5161,24.8284333333333
"362","Protein kinase C and casein kinase substrate in neurons protein 2","PACSIN2",24.9729333333333,24.545,26.2215666666667,24.4598,25.3511333333333,24.7024666666667
"363","Protein kinase C and casein kinase substrate in neurons protein 3","PACSIN3",24.2692,25.2819666666667,23.9650666666667,24.0664,24.7500333333333,25.9194
"364","Palladin","PALLD",24.5825666666667,25.2166,26.8425666666667,24.4598333333333,24.6608333333333,27.6463666666667
"365",NA,"PALM2-AKAP2;PALM2",24.8103333333333,25.1586333333333,26.1981333333333,24.4336333333333,25.5313,24.6889333333333
"366","Peptidyl-glycine alpha-amidating monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase","PAM",25.3754333333333,25.6251333333333,23.7224,26.1569666666667,24.7163,24.5398666666667
"367","Inactive serine protease PAMR1","PAMR1",30.9437,28.2332333333333,28.9294666666667,28.9271666666667,25.7516333333333,26.0074666666667
"368","Pre-B-cell leukemia transcription factor-interacting protein 1","PBXIP1",24.5233,24.7902333333333,26.1002666666667,24.8235,24.7920666666667,27.2606666666667
"369","Protocadherin-7","PCDH7",24.7932666666667,25.6316333333333,26.0275,23.9887,25.3407,24.2960666666667
"370","Protocadherin gamma-B4","PCDHGB4",24.4884,25.0206333333333,25.5553333333333,23.8294333333333,25.4879333333333,24.7695666666667
"371","Protocadherin gamma-B5","PCDHGB5",23.6987,24.8191,28.0997666666667,24.5624333333333,25.6957,24.7741333333333
"372","Protocadherin gamma-C3","PCDHGC3",23.8817666666667,24.5171,28.3528666666667,24.3751333333333,25.5448,26.5793666666667
"373","Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase","PCMT1",26.7033666666667,24.5516,27.4994,24.6919,25.0453666666667,24.0620333333333
"374","Procollagen C-endopeptidase enhancer 1","PCOLCE",32.8648,31.6954,27.5756666666667,32.9541,30.237,30.8847333333333
"375","Programmed cell death protein 10","PDCD10",24.6577,24.3949666666667,25.9054333333333,23.7676333333333,24.2841333333333,24.5342333333333
"376","Programmed cell death 6-interacting protein","PDCD6IP",26.6690333333333,27.1897333333333,31.6361666666667,24.5682,26.6026666666667,32.7876333333333
"377","Platelet-derived growth factor C;Platelet-derived growth factor C, latent form;Platelet-derived growth factor C, receptor-binding form","PDGFC",24.6166,25.4314666666667,26.3484,24.7070666666667,25.6303,24.0568333333333
"378","Platelet-derived growth factor receptor alpha","PDGFRA;FIP1L1",24.5373333333333,25.1869,23.8788666666667,24.3578333333333,25.3211666666667,26.6718333333333
"379","Platelet-derived growth factor receptor beta","PDGFRB",25.8538,25.6946333333333,31.3590333333333,24.4729,28.0932666666667,30.6894
"380","PDZ and LIM domain protein 1","PDLIM1",29.0258666666667,24.8349666666667,28.8451666666667,28.0424333333333,24.9058333333333,28.2693333333333
"381","PDZ and LIM domain protein 4","PDLIM4",27.8032666666667,24.3660666666667,28.3143333333333,23.214,24.7516333333333,24.6561666666667
"382","Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide","PEBP1",28.4228333333333,25.0267666666667,27.2893333333333,28.3884666666667,24.1428,28.1196666666667
"383","Prefoldin subunit 1","PFDN1",24.6762,24.9969666666667,26.4194,23.7605333333333,25.3310666666667,25.8039
"384","Prefoldin subunit 2","PFDN2",27.0725333333333,24.8737,26.8357,24.0293,24.628,25.0731333333333
"385","ATP-dependent 6-phosphofructokinase, liver type","PFKL",24.3798,25.1294333333333,27.7830666666667,23.9086,25.4987666666667,24.1131
